A	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	p.value.BasalvsLP	p.value.BasalvsML	p.value.LPvsML	Res.BasalvsLP	Res.BasalvsML	Res.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
76229	0.155627167614712	-0.10933516253585	-0.261176558025902	-0.151841395490051	0	0	0	0.994902541687966	0.986260086927174	0.993856439122029	0	0	0	76229	Vmn2r29	chr7
12727	6.63947235014012	0.0115429206312294	0.171258587622312	0.159715666991082	0	0	0	0.999998938138093	0.99997701512423	0.999988074052507	0	0	0	12727	Clcn4	chr7
22775	0.438822354960423	1.84706987294134	1.35955329819525	-0.487516574746089	3.15156469804287	1.44612178555321	0	0.00642145215103602	0.0922962960702596	0.952299711858967	1	0	0	22775	Zik1	chr7
628898	2.16003362554285	-0.364091589238865	-0.22262980983342	0.141461779405445	0	0	0	0.996747336964693	0.999077226994264	0.99962719258289	0	0	0	628898	Gm6929	NA
619331	-0.277318458849347	-1.3221488103414	-1.57282225009469	-0.250673439753294	-0.863672318861794	-1.58386543618023	0	0.206040105268628	0.0751771073881568	0.976590600401352	0	0	0	619331	Zfp551	chr7
67370	2.8194835266673	-0.5610414234813	-0.138111172441732	0.422930251039568	0	0	0	0.970072492281116	0.998955702722405	0.991504777373085	0	0	0	67370	Zfp606	chr7
232875	3.48855960517527	-1.02343856612403	-2.480052202639	-1.45661363651497	-0.114084312501578	-7.6583710370034	-2.58373871720647	0.455935735502835	2.36015840493134e-05	0.015650017610755	0	-1	0	232875	Zscan18	chr7
67230	3.03150035867326	-0.0762777121384843	-0.414673150101236	-0.338395437962752	0	0	0	0.996730545725457	0.967235352054306	0.980257945588289	0	0	0	67230	Zfp329	chr7
65020	5.32394038720237	-1.46781005385295	-1.83254282628563	-0.364732772432688	-3.40854977509557	-6.11507923961543	0	0.00433099528001736	0.00011929121121109	0.999588522953923	-1	-1	0	65020	Zfp110	chr7
243833	-0.434816138609214	-0.0149636220549788	0.104520662239407	0.119484284294385	0	0	0	0.997780266663149	0.984534435280141	0.982818833835971	0	0	0	243833	Zfp128	chr7
232878	2.02063084876805	-0.911840069686722	-0.959727610367981	-0.0478875406812587	0	0	0	0.670196127816242	0.581648005268262	0.999858010571352	0	0	0	232878	Zscan22	chr7
20103	7.96268959151802	-0.367843289217511	-0.309114275257087	0.0587290139604244	0	0	0	0.999470456796544	0.999699843293142	0.999988541249446	0	0	0	20103	Rps5	chr7
381845	3.66418002832419	-0.357148021571438	-1.65970577648411	-1.30255775491267	0	-2.83525640828491	-1.33972867438459	0.984428901761161	0.0105167761855259	0.10781360463383	0	-1	0	381845	Rnf225	chr7
243834	1.67025696715974	0.143099641689412	-0.465351579627619	-0.608451221317031	0	0	0	0.99582028306751	0.969696385287736	0.924491031677295	0	0	0	243834	Zfp324	chr7
269870	2.47634829304604	0.681790672477185	-0.026040570186189	-0.707831242663374	0	0	0	0.93610032091348	0.999929850422224	0.927433708939037	0	0	0	269870	Zfp446	chr7
232879	1.72631548054791	0.250304529616974	-0.0659512874686161	-0.31625581708559	0	0	0	0.997407621251292	0.999674510302495	0.996348092698478	0	0	0	232879	Zbtb45	chr7
21849	8.17716993953998	0.751914394062472	0.610613891956003	-0.141300502106469	0	0	0	0.947578950315084	0.989601786224409	0.999955009424403	0	0	0	21849	Trim28	chr7
68953	6.42732763831715	-0.672513453918373	-0.912895290615006	-0.240381836696633	0	0	0	0.992916833385098	0.78260248520359	0.999977235949737	0	0	0	68953	Chmp2a	chr7
22192	5.61076767513805	0.384406224478656	-0.121566106209013	-0.505972330687669	0	0	0	0.999081990331733	0.999933939974464	0.997668744537497	0	0	0	22192	Ube2m	chr7
109889	-1.07478478051417	0.648381336009773	0.207670934605423	-0.44071040140435	0	0	0	0.802049638919104	0.972438629770504	0.910408119398362	0	0	0	109889	Mzf1	chr7
321008	2.38724025749147	0.0496499143834126	-0.00194878405240395	-0.0515986984358165	0	0	0	0.999828931015378	0.999994271181209	0.999851347950165	0	0	0	321008	Zswim9	chr7
16881	5.34510551005023	0.95484217888725	0.841736190307782	-0.113105988579468	0	0	0	0.589935667701519	0.785447324463459	0.999561268124221	0	0	0	16881	Lig1	chr7
232889	0.519114220546783	-0.70173449560302	-1.62321198545352	-0.921477489850503	0	-2.35033020385011	0	0.840403164076296	0.0226806605267009	0.618510745625036	0	0	0	232889	Pla2g4c	chr7
20364	5.8336289978831	0.975443237238646	1.0609936130336	0.0855503757949556	0	0.467414201971539	0	0.572138734699116	0.326075321230007	0.999978557033541	0	0	0	20364	Selenow	chr7
68077	7.91529655869142	-0.0347503538180511	0.341637195237679	0.37638754905573	0	0	0	0.999990848748735	0.999668299521666	0.999726833992483	0	0	0	68077	Nop53	chr7
259300	6.57758596750301	2.24729830162857	2.12426131966131	-0.123036981967257	7.74426862023781	7.02003352192496	0	2.17117213342715e-05	4.46601888139876e-05	0.999871693165468	1	1	0	259300	Ehd2	chr7
243842	4.61510287588253	0.130174007955815	-0.184129367368307	-0.314303375324122	0	0	0	0.998611985581014	0.998031021972065	0.995338452658232	0	0	0	243842	Bicra	chr7
108124	7.19799252822711	-0.511385499750687	-0.697907236643712	-0.186521736893025	0	0	0	0.996009362874011	0.967997632481246	0.999896501769496	0	0	0	108124	Napa	chr7
70394	4.01323684979206	-0.27819563569972	-0.0437143930483614	0.234481242651358	0	0	0	0.999592954565874	0.99997234092023	0.9997865723256	0	0	0	70394	Kptn	chr7
110891	2.13317505473417	1.84556731497814	1.07185674391208	-0.773710571066059	3.74356137997477	0.348539842715279	0	0.00262501333767183	0.368029734265222	0.827272668729992	1	0	0	110891	Slc8a2	chr7
17537	3.81832689455703	-0.641185287775018	-1.12384525966198	-0.482659971886966	0	-0.677658594440456	0	0.953573683526237	0.258154974867925	0.991559253983136	0	0	0	17537	Meis3	chr7
71723	4.52564869844503	-0.633459909150909	-0.946448699462314	-0.312988790311405	0	0	0	0.96966364345245	0.622546076339669	0.998948677309642	0	0	0	71723	Dhx34	chr7
319430	-0.662601129934069	-3.70684365518889	-0.53899191277565	3.16785174241324	-5.99870596752195	0	5.04874664339663	0.000138556869877342	0.81150203674732	0.000437691778056464	-1	0	1	319430	C5ar2	chr7
12273	-2.0375702202279	2.21665771553775	1.67865217825026	-0.53800553728749	2.22515336481784	1.29916727659133	0	0.0278228425635662	0.114683326965365	0.797982238514785	0	0	0	12273	C5ar1	chr7
66300	3.61589427148846	0.413400522758054	0.172505656615675	-0.24089486614238	0	0	0	0.998973628898923	0.999922216255248	0.999844836559102	0	0	0	66300	Inafm1	chr7
243846	5.88026035602046	-0.627975906571664	-0.190317337741178	0.437658568830487	0	0	0	0.990103884618082	0.999903691202	0.999260834303852	0	0	0	243846	Ccdc9	chr7
170770	4.1996977318901	0.967962693335012	0.531059783636717	-0.436902909698294	0	0	0	0.576351810138323	0.992148184875791	0.996764788372511	0	0	0	170770	Bbc3	chr7
56459	6.18614167044303	0.854779433687682	-0.113753802048633	-0.968533235736315	0	0	0	0.780467271348755	0.999639878186277	0.572462629689326	0	0	0	56459	Sae1	chr7
100503024	0.371263668823748	-0.814975456647877	-0.463674937806858	0.35130051884102	0	0	0	0.682498900237095	0.906064461802877	0.949521389477755	0	0	0	100503024	NA	NA
330474	6.48958501801203	-0.00861563547794297	0.0220971559534009	0.0307127914313439	0	0	0	0.999997820354305	0.999994379358852	0.999995311297982	0	0	0	330474	Zc3h4	chr7
69094	2.66113687798614	0.602431491927637	-0.0408741292588819	-0.643305621186519	0	0	0	0.969790194206013	0.999902830178113	0.961264161657764	0	0	0	69094	Tmem160	chr7
18142	-1.76345599202977	-0.570653852351848	-0.362337578320209	0.208316274031639	0	0	0	0.859220092790104	0.940487565484889	0.975808140690111	0	0	0	18142	Npas1	chr7
232906	7.54303014913906	-0.074568088307867	-0.249708774579787	-0.17514068627192	0	0	0	0.9999551763555	0.999711485360299	0.999917136438315	0	0	0	232906	Arhgap35	chr7
232910	5.34150188115336	0.257852621559681	-0.289520118428201	-0.547372739987882	0	0	0	0.999783768398716	0.999742868846337	0.9968250016126	0	0	0	232910	Ap2s1	chr7
20514	5.02785966736751	2.40806157267592	2.0327018237762	-0.375359748899721	9.275129853314	7.0417350596458	0	5.54820710162285e-06	4.3665037967653e-05	0.998683429786887	1	1	0	20514	Slc1a5	chr7
243853	4.96351759389856	-0.06226375842202	-0.0826208360809719	-0.0203570776589519	0	0	0	0.999971855835224	0.999963804467783	0.999993748513544	0	0	0	243853	Fkrp	chr7
97387	6.58723413394348	0.760423205012254	0.375815859226553	-0.3846073457857	0	0	0	0.97296298349651	0.999836645715898	0.999891233503298	0	0	0	97387	Strn4	chr7
101540	4.45208966253566	0.414176835004215	-0.00416819317415928	-0.418345028178374	0	0	0	0.998695105199302	0.999998229736906	0.998960890638109	0	0	0	101540	Prkd2	chr7
320950	-0.630184594820549	1.23259097901057	1.19516787354862	-0.0374231054619534	0.578186368821947	0.499292306827035	0	0.289423428718398	0.315440084478013	0.994375018750463	0	0	0	320950	9330104G04Rik	NA
629378	0.70038390736525	5.19880375246291	5.89251116711398	0.693707414651071	8.41236651899691	9.6777733085023	0	1.2232432316398e-05	4.2608993173997e-06	0.70500442392335	1	1	0	629378	Dact3	chr7
14709	-3.90782809199599	2.569803090241	3.58382028171952	1.01401719147851	3.06910571292512	4.98360985526717	0.0258066487799469	0.00734107726234689	0.000479781926332857	0.492774708568369	1	1	0	14709	Gng8	chr7
19222	-2.27613792872522	3.61554519487278	3.1899079804905	-0.42563721438228	3.02631393931607	2.71712181380712	0	0.00809672660511641	0.0130277916313997	0.804756206433797	1	0	0	19222	Ptgir	chr7
12315	7.08727028420666	0.737153954526287	0.124698215988339	-0.612455738537948	0	0	0	0.96823207696506	0.999964745722429	0.99565650587987	0	0	0	12315	Calm3	chr7
434128	-2.00094831789507	4.244415127433	3.47904982478529	-0.765365302647707	6.77785998710306	5.91056822255203	0	5.9054220366057e-05	0.000152867647213862	0.676045539227103	1	1	0	434128	Pnmal2	chr7
434130	0.154694301404213	4.09966845964876	4.60858541354542	0.508916953896659	6.05690173189906	6.92371455569049	0	0.000130675609895018	5.10935764961333e-05	0.804214418674912	1	1	0	434130	Ccdc8	chr7
19060	5.44846254547882	0.636503416757001	0.0920298392159857	-0.544473577541015	0	0	0	0.982140933607983	0.999933845756482	0.995048124257614	0	0	0	19060	Ppp5c	chr7
53417	-1.74687705983488	-0.529559602811329	-2.49626818357028	-1.96670858075896	0	-1.79311895463141	-1.1953225324421	0.755556479332609	0.0559348771473592	0.135322234790727	0	0	0	53417	Hif3a	chr7
266815	-2.83514767237885	6.95219170042444	5.28361350113167	-1.66857819929276	6.51011648497111	4.97632644663606	-0.657322466008396	8.58205867293523e-05	0.000509821355343388	0.279019437510563	1	1	0	266815	Mill1	chr7
114868	-1.58188594665885	0.357228148469431	1.15606251812783	0.798834369658401	0	0.351286211946231	0	0.923106303441328	0.367592484119985	0.671387599659397	0	0	0	114868	Psg25	chr7
434540	-1.76089581752883	-4.99515759957189	-4.32758525998018	0.667572339591718	-6.8906314354493	-5.66606000319722	0	5.34725774889924e-05	0.000208212289433762	0.784458928877721	-1	-1	0	434540	Psg20	chr7
20958	0.437878826936015	-0.476511629859575	1.14558518892613	1.62209681878571	0	0.301366710651094	1.33740829034307	0.868064293034661	0.386220991637074	0.108381807088222	0	0	0	20958	Sycp1-ps1	chr7
243864	2.17959350626694	0.0392667876250208	-0.482550279994175	-0.521817067619196	0	0	0	0.999447007087966	0.977480844554582	0.970530694480893	0	0	0	243864	Mill2	chr7
21946	0.588906310319484	-2.69370752946192	-2.39541145460236	0.298296074859556	-4.61650133849332	-3.77781540304573	0	0.000768943875557106	0.0025015136150302	0.975888501099472	-1	-1	0	21946	Pglyrp1	chr7
232933	2.97081902205103	-0.0228934328807004	-0.367521709677304	-0.344628276796604	0	0	0	0.999950215276794	0.997823604708973	0.998341215967394	0	0	0	232933	Ccdc61	chr7
384569	-1.75511114041357	1.17855664402343	0.676929805972135	-0.5016268380513	0.381647220172659	0	0	0.356848435270676	0.75991558813721	0.849511037792067	0	0	0	384569	Nova2	chr7
232934	1.25058375842342	3.35645190000386	2.98845257992759	-0.367999320076269	7.14617178294802	6.56142905118197	0	3.95628152845937e-05	7.29390332740441e-05	0.948804769500179	1	1	0	232934	Mypop	chr7
272359	5.03623469033152	0.36422004040256	0.281189190338652	-0.0830308500639081	0	0	0	0.999146933109607	0.999641154557537	0.999961854955806	0	0	0	272359	Irf2bp1	chr7
15377	-0.667693275132357	2.52429788571529	3.06203987703859	0.537741991323298	3.8052326437787	4.91432705290586	0	0.00240553663671434	0.000520180880439725	0.839025084013101	1	1	0	15377	Foxa3	chr7
68188	7.05056017316265	0.229509699598802	0.0322659372595346	-0.197243762339268	0	0	0	0.999949443590811	0.999996185023188	0.999978958885457	0	0	0	68188	Sympk	chr7
13401	5.15735254536	0.78947031191728	0.817521701515846	0.0280513895985663	0	0	0	0.949882583011371	0.928528135884027	0.999997344679228	0	0	0	13401	Dmwd	chr7
13400	4.45632447299543	0.068486523924618	-1.2839092026382	-1.35239572656282	0	-1.13718050908479	-1.43570143363461	0.998021460965638	0.143514579122128	0.0937247648800585	0	0	0	13400	Dmpk	chr7
20475	3.36524109857485	1.66228008740643	1.27532546245424	-0.386954624952188	2.31329692002329	1.01551687665905	0	0.0240577875046214	0.16919019494083	0.968594506319888	0	0	0	20475	Six5	chr7
243867	3.4449278491708	-0.940343451656707	-1.50869116949732	-0.568347717840617	0	-2.92538511955938	0	0.625499120011283	0.00912836000927956	0.986059005278641	0	-1	0	243867	Fbxo46	chr7
67369	3.79428554621078	-0.459301805590797	-0.754976005205224	-0.295674199614427	0	0	0	0.998035859361072	0.949211210245212	0.999752205819429	0	0	0	67369	Qpctl	chr7
107686	5.24480920384068	0.585199978070668	0.130481198874319	-0.454718779196349	0	0	0	0.985206342964686	0.999816146027669	0.996931442992834	0	0	0	107686	Snrpd2	chr7
72205	6.4464725235133	-1.05889863719355	-2.1893916359278	-1.13049299873426	-0.413025347065903	-8.28561473549595	-0.97570215089958	0.344991670717711	1.30920105331322e-05	0.178303770847815	0	-1	0	72205	Eml2	chr7
319197	0.524870201559155	0.503125184380894	0.151193694581532	-0.351931489799362	0	0	0	0.84677866735801	0.968807930332281	0.911826593189923	0	0	0	319197	Gpr4	chr7
403187	4.72871267477312	0.365674632141125	0.264002767639262	-0.101671864501863	0	0	0	0.999302054844659	0.999766283069055	0.999959714538098	0	0	0	403187	Opa3	chr7
22323	7.17683818706278	0.215931306299344	0.0779662455655785	-0.137965060733765	0	0	0	0.999623877820314	0.999909897808253	0.999892874319883	0	0	0	22323	Vasp	chr7
232941	-2.63817011234243	-0.0490067023516514	0.213719661551246	0.262726363902897	0	0	0	0.984078152713953	0.929223670250552	0.912953357435164	0	0	0	232941	Ppm1n	chr7
20167	2.31595962774966	-0.591848909096639	-0.382622077519387	0.209226831577251	0	0	0	0.953199071260879	0.990277942405089	0.997905235863616	0	0	0	20167	Rtn2	chr7
14282	11.9269492534469	-1.08055237569165	-0.90667930379162	0.173873071900028	-0.241022936631461	0	0	0.407778290833566	0.606504535073571	0.98829156855489	0	0	0	14282	Fosb	chr7
13870	4.85222019544825	0.256554187290958	0.565951010466013	0.309396823175055	0	0	0	0.998710128760014	0.980965111185888	0.99828904051123	0	0	0	13870	Ercc1	chr7
70333	4.79060076313996	-0.321878996395792	0.358618683159041	0.680497679554833	0	0	0	0.998434508219023	0.997654212360935	0.959529153256814	0	0	0	70333	Cd3eap	chr7
333654	6.68996833184961	-0.461756214583564	-0.533955311334805	-0.0721990967512411	0	0	0	0.997463174199691	0.994544723257994	0.999968836801202	0	0	0	333654	Ppp1r13l	chr7
13871	5.17579368289958	-0.627888810054198	-0.14589366597967	0.481995144074529	0	0	0	0.986682750524237	0.999897748870624	0.998040209093489	0	0	0	13871	Ercc2	chr7
100124438	-1.94968503619424	-0.195644682512274	1.04232860872201	1.23797329123428	0	0.0998089176274266	0.576517562332652	0.969158717906038	0.462011957794259	0.290000914824559	0	0	0	100124438	Mir343	chr7
232943	5.57431601058268	-0.797900195363896	-0.782387694140238	0.0155125012236583	0	0	0	0.82886192735186	0.846233756958001	0.999937238821502	0	0	0	232943	Klc3	chr7
12715	-2.48112234390606	1.97576357304671	-1.53609504294671	-3.51185861599343	1.27548135884659	-0.83612717903718	-3.53422205091009	0.12034465501472	0.215098589942978	0.00367470105355654	0	0	0	12715	Ckm	chr7
100503495	-2.41734510832799	0.56616316210872	-1.65289932015847	-2.21906248226718	0	-1.13241736156968	-2.04859244055801	0.758590739446754	0.145233565765356	0.036861778746204	0	0	0	100503495	A930016O22Rik	chr7
232944	5.65648380941033	0.914843985691556	0.327353427183737	-0.587490558507819	0	0	0	0.658884597966304	0.995744650983484	0.970354619475744	0	0	0	232944	Mark4	chr7
74463	-1.0720594577332	4.32250196184679	3.2535676341391	-1.06893432770769	6.24984874973071	4.83013781578184	-0.123260131670013	0.000105475966923528	0.000582697627773424	0.455208351333243	1	1	0	74463	Exoc3l2	NA
232946	1.80719741804013	-0.370822019417668	-1.20531670565814	-0.834494686240472	0	-0.618907399599554	0	0.946713032423464	0.276301862937952	0.689722937375359	0	0	0	232946	Bloc1s3	chr7
67091	4.37080969325801	-0.696307468048488	-1.55698176285008	-0.860674294801593	0	-4.22836909577756	0	0.972262060491915	0.00130647447393432	0.852659093096268	0	-1	0	67091	Trappc6a	chr7
69547	-0.817144968689283	-1.48739256563562	-1.83115067411292	-0.343758108477305	-1.42121477551035	-2.50307941130712	0	0.0957741629712293	0.0177987240308511	0.97125905880568	0	0	0	69547	Nkpd1	chr7
232947	6.71815745044581	-0.289281185447585	-0.34079511510866	-0.0515139296610752	0	0	0	0.999816272480155	0.999690803214169	0.999992429908479	0	0	0	232947	Ppp1r37	chr7
69731	3.96518004465629	-0.283987437451349	-0.70273606660398	-0.418748629152631	0	0	0	0.999262589062981	0.959678787490234	0.998226131143111	0	0	0	69731	Gemin7	chr7
63872	3.39429117377606	-0.272012650158961	-0.133183298960807	0.138829351198154	0	0	0	0.91252556381061	0.959874456919699	0.960022377809305	0	0	0	63872	Zfp296	chr7
53609	4.99203212638456	-0.122093273197061	-0.168513902567446	-0.0464206293703855	0	0	0	0.999650245910382	0.999482797664056	0.99991884546486	0	0	0	53609	Clasrp	chr7
19698	6.54546180521504	-1.86238057231459	-1.54677645972419	0.315604112590401	-5.23116481551685	-3.31594489876423	0	0.000344039765239979	0.00498661650611321	0.999044274441741	-1	-1	0	19698	Relb	chr7
56457	7.27375862325166	-0.407078218924478	-0.636811764105905	-0.229733545181428	0	0	0	0.999486249695123	0.991863578011128	0.999948565062713	0	0	0	56457	Clptm1	chr7
11813	-3.05293801422474	2.13349673097587	3.6640452934727	1.53054856249683	2.32664336411051	4.96194746733891	0.948721059354642	0.0236311206737401	0.000494352302923439	0.185560944322055	0	1	0	11813	Apoc2	chr7
11812	5.35935792724627	1.66148552667643	2.11479178096585	0.453306254289416	4.2199290683076	7.06475107072102	0	0.0013220846352759	4.26459892586355e-05	0.996472508615991	1	1	0	11812	Apoc1	chr7
11816	8.71399671836866	3.61405487572649	4.85118179620623	1.23712692047974	9.22863352951161	13.6385410145249	0.973387231487457	5.82515431933732e-06	2.74614935298096e-07	0.178851402840774	1	1	0	11816	Apoe	chr7
53333	5.59147144199941	0.540427161289327	0.046241486958877	-0.49418567433045	0	0	0	0.994082093034758	0.99997056988379	0.997388117530255	0	0	0	53333	Tomm40	chr7
19294	6.87874805299827	-1.07995808568147	-1.35965942309801	-0.279701337416533	-0.547432222452882	-2.4514416498886	0	0.299197437931872	0.0193097007619871	0.999675707967126	0	0	0	19294	Nectin2	chr7
57278	7.54427205791449	2.46196662781443	2.27796668479646	-0.183999943017972	7.88442513972228	6.8855352303265	0	1.90084501889411e-05	5.13914974389104e-05	0.999510862370497	1	1	0	57278	Bcam	chr7
80794	4.71131309609017	-2.01564938994106	-2.52828356912636	-0.512634179185301	-7.9641825912748	-12.132355108025	0	1.76157036976496e-05	6.7793155634977e-07	0.998924288564533	-1	-1	0	80794	Cblc	chr7
12051	7.42984249315211	-0.209359494765661	-0.704908164017066	-0.495548669251405	0	0	0	0.999652116675416	0.955341048425999	0.996492837701022	0	0	0	12051	Bcl3	chr7
100502736	-0.596119073765852	-1.52911132017583	-2.71539987444567	-1.18628855426984	-1.433077336923	-4.9286853920754	-0.601508459458193	0.0941366190930626	0.000508491899345237	0.281772705177184	0	-1	0	100502736	Gm19345	chr7
330483	-0.649603158553754	-1.34762166204005	-2.77069768321463	-1.42307602117458	-0.76638380623205	-4.18109591562156	-1.10862004200795	0.232641243763242	0.00140392284207241	0.14933052338481	0	-1	0	330483	Ceacam16	chr7
319930	-1.58606312220984	-3.62184559396383	-4.38145538216752	-0.759609788203691	-4.81488498679667	-6.37375141633787	0	0.000598973602005679	9.1954923022471e-05	0.716637165712871	-1	-1	0	319930	Ceacam19	chr7
52118	6.76403280133569	-0.315353334236865	0.279291952005574	0.594645286242439	0	0	0	0.998062545660716	0.998574720801824	0.982392099822639	0	0	0	52118	Pvr	chr7
71601	-0.419239384621651	-7.84140101716577	-4.47753895876966	3.36386205839611	-12.1758356320767	-5.9924452124803	6.9289093646295	7.41977639788285e-07	0.000142161987446644	4.95238681540477e-05	-1	-1	1	71601	Ceacam20	chr7
243874	-2.11267349023005	-7.95668399711741	-4.81128854906261	3.1453954480548	-11.0418283350104	-5.77501329484896	4.70962765294697	1.61716025052524e-06	0.000185344749225548	0.000682542218775583	-1	-1	1	243874	Nlrp9b	chr7
100043121	4.59728140826189	-0.00987770456643311	-0.346646080650546	-0.336768376084112	0	0	0	0.999990206766128	0.998987123633845	0.999256265307618	0	0	0	100043121	Gm10175	NA
210135	4.83553697528489	0.314610363419977	0.627114609911562	0.312504246491585	0	0	0	0.99961286027083	0.988711615883954	0.999688725284011	0	0	0	210135	Zfp180	chr7
57745	0.980049285285801	-0.407341017010194	-0.713092382866312	-0.305751365856118	0	0	0	0.985531365494041	0.889779642827404	0.994927809436672	0	0	0	57745	Zfp112	chr7
56525	1.55091652226293	0.436590260492398	0.117582330071719	-0.319007930420679	0	0	0	0.983655052474822	0.99892528913347	0.993790627844931	0	0	0	56525	Zfp235	chr7
232966	-1.75235870754306	1.72834503383929	1.94178777741529	0.213442743575997	1.42913985319987	1.86263366619139	0	0.0949253020677789	0.049141782586159	0.936570768977534	0	0	0	232966	Zfp114	chr7
56707	3.6454334586164	-1.01950473361285	-1.34171342777854	-0.322208694165689	-0.129899041968777	-2.33730502368457	0	0.44985973102387	0.0231518379944508	0.99952520667786	0	0	0	56707	Zfp111	chr7
56869	1.31893210507367	0.578141568595151	0.0778899060871536	-0.500251662507997	0	0	0	0.960460918718041	0.999517398717478	0.98026513379647	0	0	0	56869	Zfp109	chr7
54678	-0.361459376926895	-0.117298519995494	0.456973595091259	0.574272115086753	0	0	0	0.992754020572942	0.938793858475334	0.897007130115752	0	0	0	54678	Zfp108	chr7
22755	2.14471743703368	0.00737806785794959	-0.270017003716783	-0.277395071574732	0	0	0	0.999893420013598	0.994618445743013	0.994494237026087	0	0	0	22755	Zfp93	chr7
22719	2.36520053156317	0.23345619769461	0.0842473803774713	-0.149208817317139	0	0	0	0.995608177557163	0.999030957670093	0.998052744970703	0	0	0	22719	Zfp61	chr7
22756	0.470988382519886	0.270086986377329	0.302583647151618	0.0324966607742883	0	0	0	0.986216524158458	0.984314733644124	0.998927497765888	0	0	0	22756	Zfp94	chr7
16534	4.36011053416139	-5.37446491969944	-4.25073228618226	1.12373263351718	-11.8829879713007	-8.79813798870574	0.454092890303218	8.37110038045264e-07	8.49507943945215e-06	0.330682861168483	-1	-1	0	16534	Kcnn4	chr7
71997	4.18422786862467	-0.479458640997694	0.0322775229654111	0.511736163963105	0	0	0	0.997776325395682	0.999984492189635	0.997377094927706	0	0	0	71997	Smg9	chr7
18793	7.38461558283622	-0.373892277398728	-0.00996335397755832	0.363928923421169	0	0	0	0.995952430063528	0.999967330111471	0.997547710381982	0	0	0	18793	Plaur	chr7
260299	5.04488872030442	-2.88450065149657	-3.16906115745891	-0.28456050596234	-10.6927627792626	-12.3497162150194	0	1.84178747269001e-06	5.90850338855909e-07	0.999366347180217	-1	-1	0	260299	Cadm4	chr7
232969	2.25653822037548	1.11844264296057	0.839008086115869	-0.279434556844703	0.524019260492502	0	0	0.306943241140984	0.76237310489927	0.993987167135744	0	0	0	232969	Zfp428	chr7
210146	7.3230397229756	-2.53074021824483	-1.71795453791267	0.812785680332159	-8.62569690367197	-4.066301910329	0	9.66590836663052e-06	0.00164350854758183	0.853973432608249	-1	-1	0	210146	Irgq	chr7
641361	-1.82184333400025	3.56996308441591	3.47647899464942	-0.0934840897664868	4.66703646834884	4.70729470763373	0	0.00072865805524762	0.000688937436357207	0.968547883933523	1	1	0	641361	Pinlyp	chr7
22594	5.3735798868473	-0.118585633346143	0.207037550843853	0.325623184189996	0	0	0	0.999692182501756	0.999289324504451	0.998559314906729	0	0	0	22594	Xrcc1	chr7
101544	-2.58983652200742	2.76512646372822	4.13732310600879	1.37219664228057	3.41404850035534	5.47034521468836	0.615064595254226	0.00432917404553025	0.00026285143170622	0.279471676447215	1	1	0	101544	Zfp575	chr7
66071	3.33794440588496	1.39125346508833	1.41563457349836	0.0243811084100378	2.26319647287647	2.47050293043629	0	0.026045485218871	0.0187335091830812	0.999935239112994	0	0	0	66071	Ethe1	chr7
232970	3.81208968160523	-2.25046497160832	-2.27271490442421	-0.0222499328158872	-5.66902718745389	-5.81942965661323	0	0.000201066228300415	0.000168167237356484	0.99990824543062	-1	-1	0	232970	Phldb3	chr7
72434	7.33689055112911	-1.66321575228376	-1.09695515581366	0.566260596470105	-2.38864233519173	-0.349788439603106	0	0.021341433430307	0.367600764074992	0.934478130995405	0	0	0	72434	Lypd3	chr7
68891	-1.25859595120294	-8.06775049467276	-5.30660602000118	2.76114447467159	-10.4067963890544	-6.18641479435361	4.29572320926569	2.58584153813713e-06	0.000116639381749735	0.00119500087392283	-1	-1	1	68891	Cd177	chr7
26366	1.88218865136956	-7.44493170164888	-4.57868706467743	2.86624463697145	-18.4944194226882	-10.0370809866397	8.78466042893304	2.49092445905225e-08	3.09816283227337e-06	8.42737140164196e-06	-1	-1	1	26366	Ceacam10	chr7
20085	6.27407277271693	-0.44982204708475	-0.247132463276955	0.202689583807794	0	0	0	0.999503063183926	0.999943036311929	0.999977360777324	0	0	0	20085	Rps19	chr7
12518	-1.33886466604114	1.48308448020193	1.36074338901418	-0.122341091187752	1.14618885088564	0.887794886176383	0	0.141892325353804	0.19991073918704	0.977965897783057	0	0	0	12518	Cd79a	chr7
16801	7.10891745644444	-0.282671474011744	-0.0641805938315585	0.218490880180186	0	0	0	0.999224899535084	0.999917729785003	0.999731271969437	0	0	0	16801	Arhgef1	chr7
14470	6.37359273318421	-0.532862818005913	-0.393914374211488	0.138948443794424	0	0	0	0.996438679942488	0.999207200166586	0.999959551884058	0	0	0	14470	Rabac1	chr7
14809	4.49048771033336	-0.313674811054728	-1.16418908669992	-0.850514275645194	0	-1.14726742240886	0	0.999242402690961	0.141527223138572	0.84634531826116	0	0	0	14809	Grik5	chr7
232976	4.97623191412819	0.218128753655977	0.306676274940999	0.0885475212850224	0	0	0	0.999493752261505	0.998941821374755	0.999896248582584	0	0	0	232976	Zfp574	chr7
18987	-2.721480319021	3.24767276659973	3.0154557288007	-0.232217037799029	4.60398453510007	4.30217336641651	0	0.000788077247307665	0.00118845814748921	0.934061403673696	1	1	0	18987	Pou2f2	chr7
